SessionID,Tab,Title,URL
450578886,0,"New Tab","chrome://new-tab-page/"
450578886,0,"Google","https://www.google.com/"
450579008,0,"New Tab","chrome://new-tab-page/"
450579008,0,"GitHub: Let’s build from here · GitHub","https://github.com/"
450579010,0,"New Tab","chrome://new-tab-page/"
450579010,0,"(4) YouTube","https://www.youtube.com/"
450579012,0,"New Tab","chrome://new-tab-page/"
450579012,0,"Home","https://www.chromium.org/chromium-projects/"
