case_id,tool,artifact_type,ground_truth_total,recovered_total,TP,FP,FN,recovery_rate,fpr_noise_rate,completeness,tta_seconds,note
case2,regex_baseline,tab_group,4,0,N/A,N/A,N/A,N/A,N/A,N/A,,Regex baseline does not support tab-group recovery
