case_id,tool,artifact_type,ground_truth_total,recovered_total,TP,FP,FN,recovery_rate,fpr_noise_rate,completeness,tta_seconds,note
case1,chracer,url,4,4,4,0,0,1.0,0.0,1.0,0.0760,Chracer evaluation against ground truth
